,koi_disposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,log_koi_period,log_koi_period_err1,log_koi_time0bk,log_koi_time0bk_err1,log_koi_impact,log_koi_impact_err1,log_koi_duration,log_koi_duration_err1,log_koi_depth,log_koi_depth_err1,log_koi_prad,log_koi_prad_err1,log_koi_teq,log_koi_insol,log_koi_insol_err1,log_koi_model_snr,log_koi_tce_plnt_num,log_koi_steff,log_koi_steff_err1,log_koi_slogg,log_koi_slogg_err1,log_koi_srad,log_koi_srad_err1,log_koi_srad_err2,log_ra,log_dec,log_koi_kepmag
27,CONFIRMED,0,0,0,0,3.4851943139975967,-9.755067547417855,5.2683832788957305,-6.5856717798130235,-3.816712825623821,-0.908818717035454,1.5680115686649543,-2.8302178350764176,7.498205061303739,3.23478854332825,1.2119409739751128,-0.2731219211204512,6.226536669287466,2.744060638625243,2.352422327841217,4.382026634673881,0.0,8.628018746505122,5.023887099772003,1.5173226235262947,-2.975929646257811,-0.22564668153232836,-1.7037485919053417,-2.577021938695806,5.655007200375914,3.881684594770918,2.7135019797804554
28,CONFIRMED,0,0,0,0,4.519321255277729,-7.193040226834197,5.267021726877211,-5.046780740732609,-0.4992264879226388,-1.0906441190189327,1.8676396795633732,-1.584745299843729,6.480044561926653,3.5890867427595734,0.7514160886839212,-0.731888008876376,5.883322388488279,1.366091653802371,0.9711576333149952,2.9496883350525844,0.6931471805599453,8.628018746505122,5.023887099772003,1.5173226235262947,-2.975929646257811,-0.22564668153232836,-1.7037485919053417,-2.577021938695806,5.655007200375914,3.881684594770918,2.7135019797804554
29,CANDIDATE,0,0,0,0,1.6012684821237553,-14.479098936282675,5.148996425068452,-9.40029095593463,-0.1839228381609285,-4.074541934925921,0.8008304964274116,-4.767689115485866,9.190341725469493,2.995782272304033,2.502255288122613,0.6734545472142092,7.005789019253503,5.8562173976999565,4.987168762894148,6.54606779321986,0.0,8.65032450401942,4.34381840878234,1.4722426732562555,-2.198225077669803,0.07881118042428985,-1.748699979767608,-2.047942874620465,5.677325727728828,3.886245378923009,2.725431598932985
30,FALSE POSITIVE,0,1,1,0,0.993728622632762,-12.087401115812675,5.139882966344526,-6.41305903714603,0.016857117066422806,1.3782621894226263,1.2186742071788286,-2.405725851913559,6.757397397393575,3.0397970047160916,1.8779371654691073,0.4953058121079537,7.108244139731541,6.26873637046041,6.019398243171734,3.877431560658527,0.0,8.62155320674048,5.204012181567196,1.4969408812069542,-2.385966701933097,-0.09431067947124129,-1.4740332754278973,-2.2633643798407643,5.696837245624823,3.8872654712304127,2.7434173449395014
31,CONFIRMED,0,0,0,0,1.503802939116216,-10.936312100666235,5.143702704097487,-5.809142990314028,-1.1615520884419839,-1.8643301620628905,1.3180690521243243,-2.360214205830682,6.131226489483141,2.8622580221540206,0.7419373447293773,-0.42924563677356775,7.0326242610280065,5.965171905153058,5.901843404002935,3.3843902633457743,0.0,8.711937268208748,5.241752306050936,1.5009614360980168,-2.9374633654300153,-0.03149066709137074,-1.2006450142332614,-2.312635428847547,5.698625366269511,3.8875580029326318,2.7340427813764636
32,FALSE POSITIVE,0,1,0,0,2.978138889092738,-12.047360954375353,5.189628991927163,-8.298057661499566,-0.3229638865964207,-4.509860006183766,1.6584947077209633,-3.96859335691654,9.3729692954244,3.321468513624697,2.519308076505333,1.3663467233101945,6.593044534142437,4.205140280369866,4.1345423619733275,6.24105526843704,0.0,8.711772645605693,5.123969931766496,1.4795569915795803,-2.396895772465287,0.06109509935981083,-1.0876723486297752,-1.9449106487222296,5.6736458955337365,3.890469222553645,2.743159911548969
33,CONFIRMED,0,0,0,0,1.6886563901234084,-12.700368967344954,4.89142440704507,-7.667042262046627,-0.2382571891242579,-5.115995809754082,1.0808555670788507,-3.6888794541139363,6.39959277263563,1.3865443298750981,1.0784095813505903,-0.8416471888783893,6.996681488176539,5.822098701474244,4.922102760734687,5.116195789756748,0.0,8.661985936317778,4.64440051447976,1.4676439068162135,-2.017406150760383,0.08342160813907236,-1.8451602459551701,-1.9589953886039688,5.6625691883135065,3.8346286760362176,2.548741798617256
34,CONFIRMED,0,0,0,0,3.724236622515373,-9.490054274778787,5.342008983759839,-6.557098407368968,-1.0328245481301066,-3.1941832122778293,2.360750222148265,-2.419118909249997,7.934907369099438,3.1179941530869466,1.7047480922384253,0.4517123592734841,6.246106765481563,2.8166056076565553,2.6851909069561275,4.9494688588587685,0.0,8.60666819784384,5.192962406430334,1.474076274503424,-1.870802676568508,0.044973365642731196,-1.2106617924767327,-1.7037485919053417,5.688855113911747,3.892174153863641,2.7343675094195836
35,CONFIRMED,0,0,0,0,2.1227279246987587,-11.094215130112044,5.145355970908569,-6.622576336748475,-3.7297014486341915,-0.8580218237501793,0.8115522449385665,-2.9412440882699213,6.9485132714543045,3.3393574383082494,0.9242589015233319,-0.6143360001356555,6.672032945461067,4.520701029361642,4.078570808106059,3.770459441106359,0.0,8.629092283913646,5.023887099772003,1.5221355840313038,-3.2968373663379125,-0.2395270305647338,-1.7719568419318754,-2.631089159966082,5.654239367096024,3.8974645637220218,2.728963322682417
36,CONFIRMED,0,0,0,0,1.4171977618961502,-12.674477553412212,5.134341994599734,-7.397145622028063,-0.5141645250315053,-1.443923473956527,1.1551186381084166,-3.291446517703036,7.304717674598552,2.5878392203711593,1.4883995840570443,0.3653373170173849,7.1252830915107115,6.337445008381255,6.296134627764582,4.856706811803519,0.0,8.728102205062104,5.153297374827893,1.4854607326143894,-2.864704011147587,0.0980337402713654,-1.0244328904938582,-2.0635681925235456,5.676535148228243,3.8969901562327824,2.741227045796767
37,CONFIRMED,0,0,0,0,1.0354967205192322,-15.617320363045831,5.14147455969652,-9.973910016832674,-2.24431618487007,-1.3280254529959148,0.9186359796294936,-4.871743295229638,9.729967151695242,2.3979861777572986,2.502255288122613,0.48304324275353905,7.105786129481271,6.255999530781942,5.2167873033094025,7.249072900599828,0.0,8.61830469278465,4.304078606626376,1.4933534334132983,-2.7488721956224653,-0.046043938501406846,-2.05572501506252,-2.703062659591171,5.693784224988279,3.8964074751937012,2.711510872731191
38,FALSE POSITIVE,0,1,1,0,3.524409636694748,-9.696473383151801,5.229374922361036,-6.5929445391421035,-0.2070241694343264,-4.961845129926823,2.6783467217287673,-2.2537949288246137,9.048256641883055,3.7910072501597463,1.9933388426264242,-0.10425002137379911,6.063785208687608,2.0930978681273213,1.1789626413217682,5.464255444091467,0.0,8.525161361065415,4.912662238650196,1.5321248093314301,-3.473768074496991,-0.34955747616986843,-2.4418471603275536,-2.864704011147587,5.649580849909738,3.8991550067186806,2.7546793016962132
39,CONFIRMED,0,0,0,0,1.4886791133823731,-12.00558378478077,5.141751271953793,-6.803395263657895,-0.9014021193804044,-3.170085660698769,1.1474024528375417,-3.139602643973693,6.918596302160012,2.7213612151618825,1.1786549963416462,-0.7528971849657193,7.00669522683704,5.861441279525061,4.907206245288177,4.264087336809195,0.0,8.65067458279072,4.34381840878234,1.4879480148463904,-2.7488721956224653,0.014888612493750559,-1.9038089730366778,-2.551046452292545,5.689738180292228,3.9342098079264005,2.7322223530731953
40,CONFIRMED,0,0,0,0,2.431802054581587,-10.629157924801634,4.896719172282208,-6.303439312128807,-0.09211528890780575,-4.605170185988091,0.965271354095777,-2.6036901857779675,6.930983405101344,3.391180715275501,1.3737155789130306,-0.5603660693261269,6.692083742506628,4.601965055039143,3.647562545477225,3.634951112088381,0.6931471805599453,8.65067458279072,4.34381840878234,1.4879480148463904,-2.7488721956224653,0.014888612493750559,-1.9038089730366778,-2.551046452292545,5.689738180292228,3.9342098079264005,2.7322223530731953
41,CONFIRMED,0,0,0,0,2.607919158992096,-11.049191448738089,4.914705678481176,-6.95170716651132,-0.1427163022015952,-4.135166556742356,1.2101238478104426,-2.997734276224664,6.237738515811046,1.8407083509599185,0.9707789171582248,-0.9137938516755678,6.665683717782408,4.495466920896128,3.6407653113905067,4.481871969643598,0.0,8.674880467251832,4.653969873921696,1.4829672483801515,-2.396895772465287,0.011928570865273812,-1.8643301620628905,-2.2827824656978657,5.706658268926445,3.7918319703669106,2.5558309881246988
42,CONFIRMED,0,0,0,0,1.9637421903633998,-11.169335760580152,4.934509328187732,-6.444021262749997,-0.10647224451051676,-4.268697949366878,1.099078846479752,-3.233989462678249,5.259576538231606,1.4818317878289544,0.5822156198526637,-1.3432348716594436,6.904750769961838,5.452368041374962,4.55241266224502,3.8522730010223722,0.6931471805599453,8.661985936317778,4.64440051447976,1.4676439068162135,-2.017406150760383,0.08342160813907236,-1.8451602459551701,-1.9589953886039688,5.6625691883135065,3.8346286760362176,2.548741798617256
43,FALSE POSITIVE,0,1,0,0,2.007227237481563,-14.1693324329206,5.135632421505738,-9.522315136997008,-1.9805015938249324,-1.0584304990352777,0.8362946897784302,-4.275866438845491,10.104221882337209,3.632335557302069,2.710048203764883,1.5541365966490113,6.874198495453294,5.331655426158547,5.275667790536436,6.728150029682411,0.0,8.717354666338522,5.209491617307365,1.4971646699513144,-2.6450754019408214,-0.044997365930735805,-1.1973282616072674,-2.312635428847547,5.666381081536136,3.9066836162259673,2.725890119230541
45,CONFIRMED,0,0,0,0,3.5958152529602248,-8.617566165563025,5.021253718556864,-5.5416636251797655,-3.540459448995663,-0.8255363686056908,1.3880428316540074,-2.0635681925235456,7.02313543002221,3.977829472382569,0.688134638736401,-2.396895772465287,5.805134968916488,1.0577902941478545,-0.6713856887784326,3.077312260546414,1.0986122886681098,8.325063693631197,4.406731442311845,1.539230017390604,-3.772261063052987,-0.4861330111756192,-3.575550768806933,-3.575550768806933,5.658569046334064,3.911537887777604,2.7143635631588023
46,CONFIRMED,0,0,0,0,1.3160682689037464,-13.88165036046882,5.1462917480110955,-8.542510999400527,-0.581605805827038,-2.0325579557809856,0.9869355714434872,-3.324236340526027,8.561497116972761,2.9178247846774656,1.7950872593207297,0.1996701951285675,6.930494765951626,5.5542765468038695,5.091176339117569,5.844123959209273,0.0,8.61195776786066,5.111993812434784,1.5210437616715051,-3.3524072174927233,-0.2119563619236453,-1.8018098050815565,-2.6736487743848776,5.672586707318077,3.913104800077257,2.742322795044306
47,CANDIDATE,0,0,0,0,3.69931243332513,-9.080189687511137,5.156550382920434,-6.110248083097949,-0.09211528890780575,1.7170359230321186,1.2125360349864238,-1.9589953886039686,8.741296282225147,5.43808365673983,2.0162354657760435,0.11422114409002286,6.1463292576688975,2.4239173781615704,1.735365469031891,3.6082115510464816,0.0,8.602636673233706,5.187391392417329,1.5056317437085112,-2.145581344184381,-0.2471801291424512,-2.145581344184381,-2.364460496712133,5.684656942079647,3.9136263394010133,2.7400009623340376
48,CONFIRMED,0,0,0,0,0.807983912567706,-12.833432085552117,5.139785964520154,-7.013115794639964,-0.08773891430800675,-4.605170185988091,0.11297147865916134,-3.233989462678249,6.711375364937142,3.2426314132225973,0.688134638736401,-2.2926347621408776,6.71174039505618,4.678420647727684,3.06670318742457,3.6609942506244004,0.0,8.330622620332868,4.406731442311845,1.5471368862367212,-3.6888794541139363,-0.5727010274840783,-3.473768074496991,-3.4420193761824103,5.653107269913639,3.9150148852886972,2.7170099424736818
49,CONFIRMED,0,0,0,0,0.8490554346625474,-13.147681185388619,5.146109692861191,-7.324787023461767,-1.2694006096483912,-1.660731206821651,0.6922467753167811,-3.571985702642437,6.878532420305234,2.6174688228709715,0.85015092936961,-1.7660917224794772,6.975413927455952,5.740307249338573,4.240765443987418,4.411585436915426,0.0,8.518192691749322,4.369460510614755,1.5249687558076503,-4.3428059215206005,-0.2678794451556012,-2.8824035882469876,-3.611918412977808,5.6830126337597155,3.916619425685119,2.730072585136703
51,CANDIDATE,0,0,0,0,1.2342836470151326,-9.959000262466386,4.887807555295138,-4.509860006183766,-0.4700036292457356,-3.270169119255751,1.1419910119700547,-0.8964881045779752,3.1441522786722644,1.2240695060250584,-0.5978370007556204,-2.513306124309698,7.148345743900068,6.425857190289327,5.525895072452138,2.163323025660538,1.0986122886681098,8.661985936317778,4.64440051447976,1.4676439068162135,-2.017406150760383,0.08342160813907236,-1.8451602459551701,-1.9589953886039688,5.6625691883135065,3.8346286760362176,2.548741798617256
52,CONFIRMED,0,0,0,0,2.450851838954941,-11.169335760580152,5.195150975370973,-6.987881323461422,-0.3856624808119846,-1.6713133161521878,0.9257260786606402,-2.9374633654300153,7.938980548948392,3.8351635591310873,0.9745596399981308,-1.5558971455060706,5.981414211254481,1.7613002617433464,0.39944703578260127,4.2626798770413155,0.0,8.212839584676484,4.2904731396847025,1.5665304114228238,-2.975929646257811,-0.7486598904902041,-3.270169119255751,-2.9957322735539913,5.691109004422267,3.9177509692763137,2.7686434498774966
53,CONFIRMED,0,0,0,0,1.9844494273373288,-12.272212448034718,5.135764418824589,-7.586999554373091,-0.6014799920341214,-2.9374633654300153,2.019917095697967,-2.672200548208513,8.006700845440367,2.4424339881104444,1.5810384379124025,0.04974209189481401,6.725033642166843,4.733035556985987,4.32162620647418,5.743323649276734,0.0,8.609772372709331,5.099872525366584,1.5164450455849356,-3.540459448995663,-0.1427163022015952,-1.6713133161521878,-2.7181005369557116,5.688517522522237,3.9218656077065224,2.71336936257981
54,CONFIRMED,0,0,0,0,2.958629340161277,-10.08981713072762,5.229882892699529,-6.3089187778934335,-3.4420193761824103,-1.018877320649256,1.015013264791796,-2.8806194664534863,7.1064421898623555,3.563911292149901,0.6575200029167941,-2.2926347621408776,5.973809611869261,1.7334238922150915,0.12310219713398321,3.6136169696133895,0.0,8.313116702819253,4.394461500275244,1.5479879501178777,-3.575550768806933,-0.579818495252942,-3.473768074496991,-3.4112477175156566,5.683489150988247,3.922605017916573,2.733393008774005
55,CONFIRMED,0,0,0,0,2.309088218760166,-11.11414934501286,4.914778071357892,-6.733801971858699,-0.4636240222816965,-5.521460917862246,0.3140805463063118,-3.2114038100294997,6.959683371842496,3.6687022566751186,0.6471032420585384,-2.2926347621408776,6.1903154058531475,2.5974910105351463,0.9899128717447687,3.4111477125153233,0.6931471805599453,8.313116702819253,4.394461500275244,1.5479879501178777,-3.575550768806933,-0.579818495252942,-3.473768074496991,-3.4112477175156566,5.683489150988247,3.922605017916573,2.733393008774005
56,CONFIRMED,0,0,0,0,2.5171773943647984,-10.144286039089058,5.185972796840388,-6.011667254425501,-0.1232982163444936,-3.3813947543659757,1.358306324579722,-2.4721878773802257,6.8206711720750235,3.3707725378481777,0.9783261227936078,-0.6143360001356555,6.517671272912275,3.905602437625223,3.439167312913784,3.5779478934066544,0.0,8.622813673279921,5.111993812434784,1.5267082648351042,-3.3524072174927233,-0.2876820724517809,-1.8773173575897015,-2.7488721956224653,5.690431512538615,3.9233146145830937,2.7411625525524124
